"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.comment_text","Answer.Question 1 - No .toxic1.no","Answer.Question 1 - Yes .toxic1.yes","Answer.Question 2 - N/A .target2.na","Answer.Question 2 - No.target2.no","Answer.Question 2 - Yes .target2.yes","Approve","Reject"
"3QI9WAYOHTMX1V81CHGAT8YNHZJ6SJ","3ML4SXAKANW5SJ2GTU38898H1HPB9Y","SI 618 HW7","Give us your opinion about our products","news discussions, toxic language, classification","$0.14","Thu Oct 14 18:08:55 PDT 2021","3","BatchId:4577488;OriginalHitTemplateId:928390912;","3600","259200","Thu Oct 21 18:08:55 PDT 2021","","","3QILPRALQ96QBGXEN21O3CGW80Y8NT","A1VMPZVVVZUCS4","Approved","Thu Oct 14 18:12:27 PDT 2021","Thu Oct 14 18:13:03 PDT 2021","Sun Oct 17 18:13:03 PDT 2021","Thu Oct 14 20:02:54 PDT 2021","","","36","100% (4/4)","100% (4/4)","100% (4/4)","Hey Trump, you can stick your voter data up your ...
Dick.","false","true","false","false","true"
"3QI9WAYOHTMX1V81CHGAT8YNHZJ6SJ","3ML4SXAKANW5SJ2GTU38898H1HPB9Y","SI 618 HW7","Give us your opinion about our products","news discussions, toxic language, classification","$0.14","Thu Oct 14 18:08:55 PDT 2021","3","BatchId:4577488;OriginalHitTemplateId:928390912;","3600","259200","Thu Oct 21 18:08:55 PDT 2021","","","3VELCLL3GOUWCO0CQT9WGXKFS361FV","A3AJJHOAV7WIUQ","Approved","Thu Oct 14 18:12:40 PDT 2021","Thu Oct 14 18:17:49 PDT 2021","Sun Oct 17 18:17:49 PDT 2021","Thu Oct 14 20:02:54 PDT 2021","","","309","100% (15/15)","100% (15/15)","100% (15/15)","Hey Trump, you can stick your voter data up your ...
Dick.","false","true","false","false","true"
"3QI9WAYOHTMX1V81CHGAT8YNHZJ6SJ","3ML4SXAKANW5SJ2GTU38898H1HPB9Y","SI 618 HW7","Give us your opinion about our products","news discussions, toxic language, classification","$0.14","Thu Oct 14 18:08:55 PDT 2021","3","BatchId:4577488;OriginalHitTemplateId:928390912;","3600","259200","Thu Oct 21 18:08:55 PDT 2021","","","38SKSKU7R58TCM66KBX0396L612LIB","AFU00NU09CFXE","Approved","Thu Oct 14 18:11:34 PDT 2021","Thu Oct 14 18:13:10 PDT 2021","Sun Oct 17 18:13:10 PDT 2021","Thu Oct 14 20:02:54 PDT 2021","","","96","100% (10/10)","100% (10/10)","100% (10/10)","Hey Trump, you can stick your voter data up your ...
Dick.","false","true","false","false","true"
"36D1BWBEIQC6LZCV5I8LRMI595Z2MM","3ML4SXAKANW5SJ2GTU38898H1HPB9Y","SI 618 HW7","Give us your opinion about our products","news discussions, toxic language, classification","$0.14","Thu Oct 14 18:08:55 PDT 2021","3","BatchId:4577488;OriginalHitTemplateId:928390912;","3600","259200","Thu Oct 21 18:08:55 PDT 2021","","","30IQTZXKAOHD5L6FU4BI8Z1CRGVX0E","A21L0DMOM4RE0U","Approved","Thu Oct 14 18:10:14 PDT 2021","Thu Oct 14 18:11:45 PDT 2021","Sun Oct 17 18:11:45 PDT 2021","Thu Oct 14 20:02:54 PDT 2021","","","91","100% (1/1)","100% (1/1)","100% (1/1)","If only we were part of the USA. Then potus pussy Grabber could make us great too, again, that is.","true","false","false","false","true"
"36D1BWBEIQC6LZCV5I8LRMI595Z2MM","3ML4SXAKANW5SJ2GTU38898H1HPB9Y","SI 618 HW7","Give us your opinion about our products","news discussions, toxic language, classification","$0.14","Thu Oct 14 18:08:55 PDT 2021","3","BatchId:4577488;OriginalHitTemplateId:928390912;","3600","259200","Thu Oct 21 18:08:55 PDT 2021","","","3Y9N9SS8L2MVO70VMRSPGQWREA43DE","A3QDBNW2H8EMFW","Approved","Thu Oct 14 18:11:51 PDT 2021","Thu Oct 14 18:12:27 PDT 2021","Sun Oct 17 18:12:27 PDT 2021","Thu Oct 14 20:02:55 PDT 2021","","","36","100% (1/1)","100% (1/1)","100% (1/1)","If only we were part of the USA. Then potus pussy Grabber could make us great too, again, that is.","false","true","false","false","true"
"36D1BWBEIQC6LZCV5I8LRMI595Z2MM","3ML4SXAKANW5SJ2GTU38898H1HPB9Y","SI 618 HW7","Give us your opinion about our products","news discussions, toxic language, classification","$0.14","Thu Oct 14 18:08:55 PDT 2021","3","BatchId:4577488;OriginalHitTemplateId:928390912;","3600","259200","Thu Oct 21 18:08:55 PDT 2021","","","3Q5ZZ9ZEVSQMLRR8J2529VGAHFY853","AFU00NU09CFXE","Approved","Thu Oct 14 18:11:55 PDT 2021","Thu Oct 14 18:19:00 PDT 2021","Sun Oct 17 18:19:00 PDT 2021","Thu Oct 14 20:02:55 PDT 2021","","","425","100% (10/10)","100% (10/10)","100% (10/10)","If only we were part of the USA. Then potus pussy Grabber could make us great too, again, that is.","false","true","false","false","true"
"3Y7LTZE0ZWXF4IKG3R8L5796700ZUI","3ML4SXAKANW5SJ2GTU38898H1HPB9Y","SI 618 HW7","Give us your opinion about our products","news discussions, toxic language, classification","$0.14","Thu Oct 14 18:08:55 PDT 2021","3","BatchId:4577488;OriginalHitTemplateId:928390912;","3600","259200","Thu Oct 21 18:08:55 PDT 2021","","","3U088ZLJVO4YGL1PKZFW6GN5IEPW0K","A345TDMHP3DQ3G","Approved","Thu Oct 14 18:12:50 PDT 2021","Thu Oct 14 18:12:59 PDT 2021","Sun Oct 17 18:12:59 PDT 2021","Thu Oct 14 20:02:55 PDT 2021","","","9","100% (1/1)","100% (1/1)","100% (1/1)","What? Isn't Kansas a Free-Market Utopia and a Business Paradise of Low to Zero Taxation?","true","false","true","false","false"
"3Y7LTZE0ZWXF4IKG3R8L5796700ZUI","3ML4SXAKANW5SJ2GTU38898H1HPB9Y","SI 618 HW7","Give us your opinion about our products","news discussions, toxic language, classification","$0.14","Thu Oct 14 18:08:55 PDT 2021","3","BatchId:4577488;OriginalHitTemplateId:928390912;","3600","259200","Thu Oct 21 18:08:55 PDT 2021","","","36H9ULYP665375GGGIF2KXG1MK5FJC","A3GZ1GJ00K5GVR","Approved","Thu Oct 14 18:09:36 PDT 2021","Thu Oct 14 18:09:43 PDT 2021","Sun Oct 17 18:09:43 PDT 2021","Thu Oct 14 20:02:55 PDT 2021","","","7","100% (5/5)","100% (5/5)","100% (5/5)","What? Isn't Kansas a Free-Market Utopia and a Business Paradise of Low to Zero Taxation?","true","false","true","false","false"
"3Y7LTZE0ZWXF4IKG3R8L5796700ZUI","3ML4SXAKANW5SJ2GTU38898H1HPB9Y","SI 618 HW7","Give us your opinion about our products","news discussions, toxic language, classification","$0.14","Thu Oct 14 18:08:55 PDT 2021","3","BatchId:4577488;OriginalHitTemplateId:928390912;","3600","259200","Thu Oct 21 18:08:55 PDT 2021","","","3CTOC39K3B1QSC1AYZHQW53KOWM7J0","A3RYI5HXC2MJLN","Approved","Thu Oct 14 18:09:35 PDT 2021","Thu Oct 14 18:09:55 PDT 2021","Sun Oct 17 18:09:55 PDT 2021","Thu Oct 14 20:02:55 PDT 2021","","","20","100% (9/9)","100% (9/9)","100% (9/9)","What? Isn't Kansas a Free-Market Utopia and a Business Paradise of Low to Zero Taxation?","true","false","true","false","false"
"3GITHABAD1WC3HXVHJNL4175EV92NM","3ML4SXAKANW5SJ2GTU38898H1HPB9Y","SI 618 HW7","Give us your opinion about our products","news discussions, toxic language, classification","$0.14","Thu Oct 14 18:08:55 PDT 2021","3","BatchId:4577488;OriginalHitTemplateId:928390912;","3600","259200","Thu Oct 21 18:08:55 PDT 2021","","","3ATPCQ38JCLY63U7R2UDGJKY281YAC","A1SX8IVV82M0LW","Approved","Thu Oct 14 18:18:47 PDT 2021","Thu Oct 14 18:19:13 PDT 2021","Sun Oct 17 18:19:13 PDT 2021","Thu Oct 14 20:02:55 PDT 2021","","","26","100% (11/11)","100% (11/11)","100% (11/11)","If you truly want to curtail a rape epidemic, then you need to shut down every college and university, as most rapes occur on campuses.  Or, you know, you could just choose not to live in ignorance, fear, and paranoia.","false","true","false","true","false"
